id,주제,theme,한국어,English,Espanol,中文
261,실행과 행동,Action,하려는 마음보다 하고 있는 손이 낫다.,Working hands beat willing minds.,Vale más una mano que trabaja que una mente que quiere.,正在做的手，胜过想做的心。
262,실행과 행동,Action,시도한 뒤에야 무엇이 문제인지 알 수 있다.,Only after you try do you learn what the problem is.,Solo tras intentarlo sabes cuál es el problema.,只有尝试之后，才知道问题在哪。
263,실행과 행동,Action,고민의 90퍼센트는 실행하면 사라진다.,Ninety percent of worry disappears once you act.,El noventa por ciento de las dudas desaparece al actuar.,九成的烦恼，一行动就消失了。
264,실행과 행동,Action,아무도 당신의 계획을 대신 실행해 주지 않는다.,No one will execute your plan for you.,Nadie ejecutará tu plan por ti.,没有人会替你执行你的计划。
265,실행과 행동,Action,시작 버튼은 언제나 손 안에 있다.,The start button is always in your own hand.,El botón de inicio siempre está en tu mano.,开始的按钮，永远在你手里。
266,실행과 행동,Action,출시하지 않은 제품은 존재하지 않는 제품이다.,A product not shipped is a product that does not exist.,Un producto sin lanzar es un producto que no existe.,没有发布的产品，就是不存在的产品。
267,실행과 행동,Action,다섯 번 생각하고 한 번 움직이면 늦는다.,Think five times and move once and you are late.,"Piensa cinco veces y actúa una, y llegarás tarde.",想五次动一次，就太慢了。
268,실행과 행동,Action,행동은 불안을 이기는 유일한 약이다.,Action is the only cure for anxiety.,La acción es la única cura para la ansiedad.,行动，是战胜焦虑唯一的良药。
269,실행과 행동,Action,끝내는 사람이 시작하는 사람보다 귀하다.,Finishers are rarer than starters.,Quien termina es más valioso que quien empieza.,完成的人，比开始的人更珍贵。
270,실행과 행동,Action,작은 실행이 큰 확신을 이긴다.,A small action beats a large conviction.,Una pequeña acción vence a una gran convicción.,小小的行动，胜过巨大的信念。
271,실행과 행동,Action,일단 내놓아라. 완성은 반응 속에서 이루어진다.,Put it out first; completion happens in the feedback.,Publícalo primero; se completa con las reacciones.,先拿出来，完善在反馈中发生。
272,실행과 행동,Action,기록으로만 남은 아이디어는 죽은 아이디어다.,An idea left only in notes is a dead idea.,Una idea que solo vive en notas está muerta.,只留在笔记里的想法，是死的想法。
273,실행과 행동,Action,해 보기 전까지 어려움은 언제나 과장된다.,Difficulty is always exaggerated until you try.,La dificultad siempre se exagera hasta que lo intentas.,在尝试之前，困难总是被夸大。
274,실행과 행동,Action,바로 지금이 언제나 가장 좋은 타이밍이다.,Right now is always the best timing.,Ahora mismo siempre es el mejor momento.,此刻，永远是最好的时机。
275,실행과 행동,Action,하루에 하나만 끝내도 일 년이면 삼백육십다섯 개다.,Finish one thing a day and you finish three hundred sixty five a year.,Termina una cosa al día y serán trescientas sesenta y cinco al año.,每天完成一件，一年就是三百六十五件。
276,집중과 몰입,Focus,주의를 흩뜨리는 것을 줄이는 것이 능력을 키우는 것보다 빠르다.,Removing distraction is faster than adding ability.,Quitar distracciones es más rápido que sumar habilidad.,减少干扰，比提升能力更快。
277,집중과 몰입,Focus,한 가지에 집중한 한 시간이 산만한 하루를 이긴다.,One focused hour beats a scattered day.,Una hora concentrada vence a un día disperso.,专注的一小时，胜过散漫的一天。
278,집중과 몰입,Focus,모든 것을 하려는 사람은 아무것도 깊이 하지 못한다.,Whoever tries everything goes deep in nothing.,Quien lo intenta todo no profundiza en nada.,什么都想做的人，什么都做不深。
279,집중과 몰입,Focus,집중은 재능이 아니라 훈련이다.,Focus is not a talent; it is training.,La concentración no es talento; es entrenamiento.,专注不是天赋，而是训练。
280,집중과 몰입,Focus,알림을 끄는 것이 의지력을 기르는 것보다 쉽다.,Turning off notifications is easier than building willpower.,Apagar las notificaciones es más fácil que forjar voluntad.,关掉通知，比锻炼意志更容易。
281,집중과 몰입,Focus,깊이 있는 결과는 방해받지 않은 시간에서 나온다.,Deep results come from uninterrupted time.,Los resultados profundos nacen del tiempo sin interrupciones.,深刻的成果，来自不被打扰的时间。
282,집중과 몰입,Focus,멀티태스킹은 여러 가지를 못하는 가장 빠른 방법이다.,Multitasking is the fastest way to do many things badly.,La multitarea es el modo más rápido de hacer todo mal.,多任务，是把多件事都做砸的最快方式。
283,집중과 몰입,Focus,책상 위의 어수선함은 머릿속의 어수선함이다.,Clutter on the desk is clutter in the mind.,El desorden del escritorio es desorden mental.,桌面的杂乱，就是头脑的杂乱。
284,집중과 몰입,Focus,시작하는 데 필요한 건 의욕이 아니라 5분이다.,What you need to begin is not motivation but five minutes.,"Para empezar no necesitas motivación, sino cinco minutos.",开始所需的不是动力，而是五分钟。
285,집중과 몰입,Focus,몰입은 자신을 잊는 순간에 찾아온다.,Flow arrives the moment you forget yourself.,El flujo llega cuando te olvidas de ti mismo.,心流，在忘我的瞬间到来。
286,집중과 몰입,Focus,하나를 끝내고 다음으로 넘어가는 사람이 가장 빠르다.,"Finish one, then move on: that is the fastest way.",Termina uno y pasa al siguiente: es lo más rápido.,做完一件再做下一件，才最快。
287,집중과 몰입,Focus,집중력은 저장되지 않는다. 오늘 써야 한다.,Attention cannot be saved; it must be spent today.,La atención no se guarda; hay que gastarla hoy.,专注力无法储存，必须今天使用。
288,집중과 몰입,Focus,중요한 일에는 방해받지 않을 권리가 있다.,Important work has the right not to be interrupted.,El trabajo importante tiene derecho a no ser interrumpido.,重要的工作，有不被打扰的权利。
289,집중과 몰입,Focus,선택지가 적을수록 더 멀리 간다.,"The fewer the options, the farther you go.","Cuantas menos opciones, más lejos llegas.",选项越少，走得越远。
290,집중과 몰입,Focus,잘하는 일 하나가 그럭저럭한 일 열보다 낫다.,One thing done well beats ten done adequately.,Una cosa bien hecha vale más que diez a medias.,一件做好的事，胜过十件凑合的事。
291,집중과 몰입,Focus,주의는 가장 값비싼 자산이다.,Attention is your most expensive asset.,La atención es tu activo más caro.,注意力，是最昂贵的资产。
292,집중과 몰입,Focus,잠깐의 확인이 한 시간의 흐름을 끊는다.,A quick check breaks an hour of flow.,Una revisión rápida rompe una hora de concentración.,随手一看，打断一小时的心流。
293,집중과 몰입,Focus,고요함 속에서 가장 좋은 생각이 태어난다.,The best thoughts are born in quiet.,Las mejores ideas nacen en el silencio.,最好的想法，诞生于安静之中。
294,집중과 몰입,Focus,무엇을 볼지 정하는 것이 무엇을 얻을지 정하는 것이다.,Choosing what to look at is choosing what you will get.,Elegir qué mirar es elegir qué obtendrás.,决定看什么，就是决定得到什么。
295,집중과 몰입,Focus,산만함은 실패가 아니라 설계의 문제다.,Distraction is not a failure of will but of design.,"La distracción no es falta de voluntad, sino de diseño.",分心不是失败，而是设计问题。
296,집중과 몰입,Focus,한 번에 한 걸음이 언제나 가장 확실하다.,One step at a time is always the surest.,Un paso a la vez es siempre lo más seguro.,一次一步，永远最稳。
297,집중과 몰입,Focus,중요한 것을 먼저 넣어야 남은 것이 들어간다.,Put the big things in first; the rest will fit around them.,Pon primero lo grande; lo demás encajará después.,先放重要的，其余才装得下。
298,집중과 몰입,Focus,목표가 선명할수록 유혹은 흐려진다.,"The clearer the goal, the dimmer the temptation.","Cuanto más clara la meta, más débil la tentación.",目标越清晰，诱惑越模糊。
299,집중과 몰입,Focus,쉬는 것도 집중의 일부다.,Rest is part of focus.,Descansar es parte de concentrarse.,休息，也是专注的一部分。
300,집중과 몰입,Focus,중요한 일을 마친 뒤에야 나머지가 제자리를 찾는다.,"Once the important work is done, everything else falls into place.","Cuando terminas lo importante, lo demás encuentra su lugar.",完成重要之事后，其余的自会各就各位。
301,규율과 절제,Discipline,자유는 규율의 끝에서 시작된다.,Freedom begins where discipline ends.,La libertad empieza donde termina la disciplina.,自由，始于自律的尽头。
302,규율과 절제,Discipline,하고 싶은 것을 참는 힘이 원하는 것을 얻게 한다.,The power to hold back gets you what you want.,El poder de contenerte te da lo que deseas.,克制的力量，让你得到想要的。
303,규율과 절제,Discipline,규율은 미래의 나를 위한 오늘의 배려다.,Discipline is today's kindness to your future self.,La disciplina es la amabilidad de hoy hacia tu yo futuro.,自律，是今天对未来自己的体贴。
304,규율과 절제,Discipline,기분이 결정을 지배하게 두지 마라.,Do not let mood govern your decisions.,No dejes que el ánimo gobierne tus decisiones.,不要让情绪主导决定。
305,규율과 절제,Discipline,절제는 결핍이 아니라 선택이다.,"Restraint is a choice, not a lack.","La moderación es elección, no carencia.",克制不是匮乏，而是选择。
306,규율과 절제,Discipline,편한 길을 고르면 삶이 어려워진다.,Choose the easy road and life gets hard.,Elige el camino fácil y la vida se volverá difícil.,选择容易的路，人生就会变难。
307,규율과 절제,Discipline,스스로를 다스리는 사람이 가장 강한 사람이다.,The strongest person is the one who governs himself.,La persona más fuerte es la que se gobierna a sí misma.,能管住自己的人，最强大。
308,규율과 절제,Discipline,매일의 절제가 평생의 자유를 만든다.,Daily restraint builds lifelong freedom.,La moderación diaria construye libertad de por vida.,每日的克制，造就一生的自由。
309,규율과 절제,Discipline,하기 싫은 날에도 하는 것이 규율이다.,Discipline is doing it on the days you do not want to.,La disciplina es hacerlo también los días sin ganas.,不想做的日子也照做，就是自律。
310,규율과 절제,Discipline,한 번의 예외가 열 번의 예외를 부른다.,One exception invites ten more.,Una excepción llama a otras diez.,一次例外，会带来十次例外。
311,규율과 절제,Discipline,기준을 세우면 매번 고민하지 않아도 된다.,Set a standard and you stop deciding every time.,Fija un criterio y dejarás de decidir cada vez.,立下标准，就不必每次纠结。
312,규율과 절제,Discipline,충동은 짧고 후회는 길다.,Impulse is short; regret is long.,"El impulso es breve; el arrepentimiento, largo.",冲动很短，后悔很长。
313,규율과 절제,Discipline,쉬운 결정을 반복하면 어려운 인생이 온다.,Repeat easy decisions and a hard life follows.,Repite decisiones fáciles y tendrás una vida difícil.,重复容易的决定，换来艰难的人生。
314,규율과 절제,Discipline,절제는 참는 것이 아니라 더 큰 것을 고르는 일이다.,Restraint is not denial; it is choosing something bigger.,La contención no es privación; es elegir algo mayor.,克制不是忍耐，而是选择更大的东西。
315,규율과 절제,Discipline,규칙이 있는 삶이 더 넉넉하다.,A life with rules is a life with more room.,Una vida con reglas es una vida más holgada.,有规则的人生，反而更宽裕。
316,규율과 절제,Discipline,의지력에 기대지 말고 구조를 만들어라.,Do not lean on willpower; build a structure.,No dependas de la voluntad; construye una estructura.,不要依赖意志，要建立结构。
317,규율과 절제,Discipline,잠을 이기려 하지 말고 관리하라.,Do not fight sleep; manage it.,No luches contra el sueño; adminístralo.,不要与睡眠对抗，要管理它。
318,규율과 절제,Discipline,하루의 규율이 십 년의 결과를 만든다.,A day of discipline creates a decade of results.,Un día de disciplina crea una década de resultados.,一天的自律，造就十年的结果。
319,규율과 절제,Discipline,가장 어려운 일은 자기와의 싸움에서 이기는 것이다.,The hardest fight is the one you win against yourself.,La batalla más difícil es la que ganas contra ti mismo.,最难的，是战胜自己。
320,규율과 절제,Discipline,미루지 않는 것이 최고의 재테크다.,Not procrastinating is the best investment strategy.,No procrastinar es la mejor estrategia de inversión.,不拖延，是最好的理财。
321,규율과 절제,Discipline,절제된 사람만이 큰 기회를 감당할 수 있다.,Only the disciplined can carry a big opportunity.,Solo el disciplinado puede sostener una gran oportunidad.,唯有自律的人，才承担得起大机会。
322,규율과 절제,Discipline,당신의 하루는 당신이 허락한 것들로 채워진다.,Your day fills with whatever you allow.,Tu día se llena con lo que permites.,你的一天，被你允许的事填满。
323,규율과 절제,Discipline,욕망을 이해하면 다스리기 쉬워진다.,Understand a desire and it becomes easier to govern.,Comprende un deseo y será más fácil dominarlo.,理解欲望，就容易驾驭它。
324,규율과 절제,Discipline,불편함을 견디는 시간이 곧 성장의 시간이다.,Time spent enduring discomfort is time spent growing.,El tiempo que soportas la incomodidad es tiempo de crecimiento.,忍受不适的时间，就是成长的时间。
325,규율과 절제,Discipline,약속 시간을 지키는 사람은 신뢰도 지킨다.,Those who keep the clock also keep trust.,Quien respeta la hora también guarda la confianza.,守时的人，也守得住信任。
326,사람과 관계,Relationships,혼자 가면 빠르지만 함께 가면 멀리 간다.,Alone you go fast; together you go far.,Solo llegas rápido; acompañado llegas lejos.,独行快，众行远。
327,사람과 관계,Relationships,주변 다섯 사람의 평균이 당신이 된다.,You become the average of the five closest to you.,Te conviertes en el promedio de tus cinco cercanos.,你会成为身边五个人的平均值。
328,사람과 관계,Relationships,"신뢰는 쌓는 데 몇 년, 무너지는 데 몇 초다.",Trust takes years to build and seconds to break.,La confianza tarda años en construirse y segundos en romperse.,信任建立需数年，崩塌只需数秒。
329,사람과 관계,Relationships,듣는 사람이 결국 더 많이 얻는다.,The listener ends up gaining more.,Quien escucha termina ganando más.,倾听的人，最终收获更多。
330,사람과 관계,Relationships,받은 도움은 잊지 말고 준 도움은 잊어라.,Remember the help you received; forget the help you gave.,Recuerda la ayuda recibida; olvida la que diste.,受人之恩不忘，施人之恩不记。
331,사람과 관계,Relationships,사람을 이기려 하지 말고 문제를 이겨라.,Do not try to beat people; beat the problem.,No intentes vencer a la gente; vence al problema.,不要战胜人，要战胜问题。
332,사람과 관계,Relationships,좋은 관계는 시간이 아니라 진심으로 유지된다.,"Good relationships are kept by sincerity, not by time.","Las buenas relaciones se mantienen con sinceridad, no con tiempo.",好的关系，靠真心而非时间维系。
333,사람과 관계,Relationships,누구를 만나느냐가 무엇을 아느냐만큼 중요하다.,Whom you meet matters as much as what you know.,A quién conoces importa tanto como lo que sabes.,遇见谁，和知道什么同样重要。
334,사람과 관계,Relationships,먼저 베푸는 사람이 결국 가장 많이 받는다.,Those who give first receive the most in the end.,Quien da primero acaba recibiendo más.,先付出的人，最终收获最多。
335,사람과 관계,Relationships,말을 아끼면 신뢰가 늘어난다.,Speak less and trust grows.,Habla menos y crecerá la confianza.,少说话，信任就增加。
336,사람과 관계,Relationships,비난 대신 질문을 하면 관계가 산다.,Ask a question instead of casting blame and the relationship lives.,Pregunta en vez de culpar y la relación sobrevivirá.,用提问代替指责，关系才能存活。
337,사람과 관계,Relationships,약속을 지키는 것이 가장 강력한 마케팅이다.,Keeping promises is the strongest marketing there is.,Cumplir promesas es el mejor marketing.,守约，是最强的营销。
338,사람과 관계,Relationships,사람을 남기는 사람이 결국 성공한다.,Those who keep people ultimately succeed.,Quien conserva a las personas termina triunfando.,留住人的人，最终会成功。
339,사람과 관계,Relationships,경청은 가장 저평가된 리더십이다.,Listening is the most underrated leadership skill.,Escuchar es la habilidad de liderazgo más subestimada.,倾听，是最被低估的领导力。
340,사람과 관계,Relationships,고마움은 표현될 때 비로소 존재한다.,Gratitude exists only once it is expressed.,La gratitud existe solo cuando se expresa.,感谢，只有表达出来才存在。
341,사람과 관계,Relationships,누군가의 성장을 돕는 일이 자신을 가장 크게 키운다.,Helping someone grow grows you the most.,Ayudar a otro a crecer es lo que más te hace crecer.,帮助他人成长，最能成就自己。
342,사람과 관계,Relationships,사과는 늦을수록 비싸진다.,An apology gets more expensive the longer it waits.,Una disculpa se encarece cuanto más tarda.,道歉越晚，代价越高。
343,사람과 관계,Relationships,기억되고 싶다면 이름을 먼저 기억하라.,"If you want to be remembered, remember names first.","Si quieres ser recordado, recuerda primero los nombres.",想被记住，先记住别人的名字。
344,사람과 관계,Relationships,모두를 만족시키려는 사람은 아무도 만족시키지 못한다.,Try to please everyone and you please no one.,Quien intenta agradar a todos no agrada a nadie.,想让所有人满意，就谁也满意不了。
345,사람과 관계,Relationships,좋은 동료는 최고의 복지다.,Good colleagues are the best benefit package.,Los buenos compañeros son el mejor beneficio.,好同事，是最好的福利。
346,사람과 관계,Relationships,거리를 두는 것도 관계를 지키는 방법이다.,Keeping distance is also a way to keep a relationship.,Mantener distancia también protege la relación.,保持距离，也是守护关系的方式。
347,사람과 관계,Relationships,타인의 성공을 축하할 줄 아는 사람이 크게 된다.,Those who can celebrate others' success grow large.,Quien celebra el éxito ajeno llega lejos.,懂得为他人成功喝彩的人，才能成大器。
348,사람과 관계,Relationships,말투가 내용보다 오래 기억된다.,Tone is remembered longer than content.,El tono se recuerda más que el contenido.,语气比内容记得更久。
349,사람과 관계,Relationships,혼자만 잘하려는 사람은 결국 혼자 남는다.,Those who only want to shine alone end up alone.,Quien solo quiere brillar solo termina solo.,只想独自出彩的人，最终会孤身一人。
350,사람과 관계,Relationships,의견이 달라도 사람을 존중할 수는 있다.,You can disagree and still respect the person.,Puedes discrepar y aun así respetar a la persona.,意见不同，也可以尊重对方。
351,리더십과 영향력,Leadership,리더십은 직책이 아니라 태도다.,"Leadership is an attitude, not a title.","El liderazgo es una actitud, no un cargo.",领导力是态度，不是职位。
352,리더십과 영향력,Leadership,먼저 움직이는 사람이 리더가 된다.,Whoever moves first becomes the leader.,Quien se mueve primero se convierte en líder.,先行动的人，就成为领导者。
353,리더십과 영향력,Leadership,말로 이끌지 말고 등으로 이끌어라.,"Lead with your back, not with your mouth.","Lidera con la espalda, no con la boca.",用背影带路，而非用嘴。
354,리더십과 영향력,Leadership,좋은 리더는 공을 나누고 책임을 가져간다.,A good leader shares credit and takes blame.,Un buen líder comparte el mérito y asume la culpa.,好领导分享功劳，承担责任。
355,리더십과 영향력,Leadership,사람은 지시를 따르지 않고 신뢰를 따른다.,People do not follow orders; they follow trust.,La gente no sigue órdenes; sigue la confianza.,人们追随的不是命令，而是信任。
356,리더십과 영향력,Leadership,팀의 수준은 리더가 허용한 기준이다.,A team performs at whatever standard its leader allows.,Un equipo rinde según el estándar que permite su líder.,团队的水平，就是领导者容许的标准。
357,리더십과 영향력,Leadership,질문하는 리더가 배우는 조직을 만든다.,A leader who asks questions builds a learning team.,Un líder que pregunta crea un equipo que aprende.,会提问的领导，造就学习型组织。
358,리더십과 영향력,Leadership,영향력은 요구하는 것이 아니라 얻어지는 것이다.,"Influence is earned, never demanded.","La influencia se gana, no se exige.",影响力是赢得的，不是要求来的。
359,리더십과 영향력,Leadership,"칭찬은 공개적으로, 지적은 조용히.",Praise in public; correct in private.,Elogia en público; corrige en privado.,表扬公开，批评私下。
360,리더십과 영향력,Leadership,사람을 키우는 것이 리더의 가장 큰 성과다.,Growing people is a leader's greatest achievement.,Formar personas es el mayor logro de un líder.,培养人才，是领导者最大的成就。
361,리더십과 영향력,Leadership,리더의 침착함은 팀 전체의 안전망이다.,A leader's calm is the whole team's safety net.,La calma del líder es la red de seguridad del equipo.,领导者的沉着，是整个团队的安全网。
362,리더십과 영향력,Leadership,모범은 백 번의 훈시보다 강하다.,Example is stronger than a hundred lectures.,El ejemplo es más fuerte que cien sermones.,以身作则，胜过百次说教。
363,리더십과 영향력,Leadership,가장 좋은 리더는 자신이 필요 없게 만든다.,The best leader makes himself unnecessary.,El mejor líder se vuelve prescindible.,最好的领导，让自己变得不必要。
364,리더십과 영향력,Leadership,권한은 나누고 기준은 지켜라.,Share authority; hold the standard.,Comparte la autoridad; mantén el estándar.,分享权限，坚守标准。
365,리더십과 영향력,Leadership,리더의 시간이 조직의 우선순위를 말해 준다.,A leader's calendar reveals the organization's priorities.,La agenda del líder revela las prioridades de la organización.,领导的时间安排，说明组织的优先级。
366,리더십과 영향력,Leadership,나쁜 소식이 빨리 올라오는 조직이 건강하다.,A healthy team is one where bad news travels fast.,Un equipo sano es aquel donde las malas noticias llegan rápido.,坏消息传得快的组织，才健康。
367,리더십과 영향력,Leadership,결정하지 않는 리더가 가장 위험하다.,The most dangerous leader is the one who will not decide.,El líder más peligroso es el que no decide.,最危险的领导，是不做决定的领导。
368,리더십과 영향력,Leadership,리더는 답을 주기보다 방향을 준다.,A leader gives direction more than answers.,Un líder da dirección más que respuestas.,领导给的是方向，而非答案。
369,리더십과 영향력,Leadership,신뢰받는 사람만이 변화를 이끌 수 있다.,Only the trusted can lead change.,Solo quien inspira confianza puede liderar el cambio.,唯有被信任的人，才能带领变革。
370,리더십과 영향력,Leadership,잘못을 인정하는 리더가 팀을 강하게 만든다.,A leader who admits mistakes strengthens the team.,Un líder que admite errores fortalece al equipo.,承认错误的领导，让团队更强。
371,리더십과 영향력,Leadership,말한 것을 지키는 것이 리더십의 전부다.,Doing what you said is the whole of leadership.,Cumplir lo dicho es todo el liderazgo.,说到做到，就是领导力的全部。
372,리더십과 영향력,Leadership,사람을 믿으면 사람은 그만큼 자란다.,Trust people and they grow to match it.,Confía en la gente y crecerá a la altura.,你信任一个人，他就会成长到那个高度。
373,리더십과 영향력,Leadership,가장 조용한 사람의 의견을 먼저 물어라.,Ask the quietest person first.,Pregunta primero a la persona más callada.,先问最安静的那个人。
374,리더십과 영향력,Leadership,리더의 성장이 멈추면 조직의 성장도 멈춘다.,"When a leader stops growing, so does the organization.","Cuando el líder deja de crecer, la organización también.",领导停止成长，组织也停止成长。
375,리더십과 영향력,Leadership,영향력은 크기가 아니라 방향이 중요하다.,"What matters about influence is direction, not size.","En la influencia importa la dirección, no el tamaño.",影响力，重要的是方向而非大小。
376,창의와 혁신,Creativity,새로운 것은 낯선 조합에서 나온다.,Newness comes from unfamiliar combinations.,Lo nuevo surge de combinaciones inesperadas.,新事物，来自陌生的组合。
377,창의와 혁신,Creativity,나쁜 아이디어 백 개가 좋은 아이디어 하나를 데려온다.,A hundred bad ideas bring one good one.,Cien malas ideas traen una buena.,一百个坏点子，带来一个好点子。
378,창의와 혁신,Creativity,질문을 바꾸면 답이 바뀐다.,Change the question and the answer changes.,Cambia la pregunta y cambiará la respuesta.,换个问题，答案就变了。
379,창의와 혁신,Creativity,창의성은 영감이 아니라 습관의 산물이다.,"Creativity is a product of habit, not inspiration.","La creatividad es fruto del hábito, no de la inspiración.",创造力是习惯的产物，不是灵感的。
380,창의와 혁신,Creativity,제약이 많을수록 창의적인 답이 나온다.,"The tighter the constraints, the more creative the answer.","Cuantas más restricciones, más creativa la solución.",限制越多，答案越有创意。
381,창의와 혁신,Creativity,다르게 보는 것이 더 열심히 보는 것보다 낫다.,Seeing differently beats looking harder.,Ver distinto vale más que mirar más fuerte.,换个角度看，胜过更用力看。
382,창의와 혁신,Creativity,모든 혁신은 처음에 무모해 보였다.,Every innovation looked reckless at first.,Toda innovación pareció imprudente al principio.,所有创新，最初都显得鲁莽。
383,창의와 혁신,Creativity,익숙한 문제를 낯설게 보는 것이 시작이다.,It begins with making a familiar problem strange.,Todo empieza al ver extraño un problema familiar.,把熟悉的问题看陌生，就是起点。
384,창의와 혁신,Creativity,메모하지 않은 아이디어는 사라진다.,An idea not written down disappears.,Una idea que no anotas desaparece.,没记下来的想法，会消失。
385,창의와 혁신,Creativity,경계 위에 서 있는 사람이 새로운 것을 본다.,Those standing at the border see new things.,Quien se sitúa en la frontera ve cosas nuevas.,站在边界上的人，看见新东西。
386,창의와 혁신,Creativity,산책은 회의보다 좋은 아이디어를 만든다.,A walk produces better ideas than a meeting.,Un paseo genera mejores ideas que una reunión.,散步比开会更能产生好点子。
387,창의와 혁신,Creativity,기존의 답을 의심하는 것이 혁신의 출발점이다.,Innovation starts by doubting the accepted answer.,La innovación empieza dudando de la respuesta aceptada.,创新，始于怀疑现有答案。
388,창의와 혁신,Creativity,서로 다른 분야를 잇는 사람이 가장 창의적이다.,The most creative people connect unrelated fields.,Los más creativos conectan campos distintos.,连接不同领域的人，最有创造力。
389,창의와 혁신,Creativity,처음 만든 것은 언제나 부끄럽다. 그래도 만들어라.,Your first version is always embarrassing. Make it anyway.,Tu primera versión siempre avergüenza. Hazla igual.,第一版总是难堪，但还是要做出来。
390,창의와 혁신,Creativity,아이디어는 소유가 아니라 실행으로 증명된다.,"An idea is proven by execution, not ownership.","Una idea se prueba con la ejecución, no con la propiedad.",想法靠执行证明，而非占有。
391,창의와 혁신,Creativity,남과 같은 방식으로는 남과 다른 결과를 얻을 수 없다.,The same method as everyone gives the same result as everyone.,El mismo método que todos da el mismo resultado que todos.,用别人的方法，得不到不同的结果。
392,창의와 혁신,Creativity,호기심은 가장 오래 쓸 수 있는 도구다.,Curiosity is the tool with the longest life.,La curiosidad es la herramienta más duradera.,好奇心，是最耐用的工具。
393,창의와 혁신,Creativity,버려지는 아이디어가 많을수록 남는 아이디어가 좋다.,"The more ideas you discard, the better the ones you keep.","Cuantas más ideas deseches, mejores serán las que queden.",丢掉的点子越多，留下的越好。
394,창의와 혁신,Creativity,창작의 적은 비판이 아니라 무관심이다.,"The enemy of creation is indifference, not criticism.","El enemigo de la creación es la indiferencia, no la crítica.",创作的敌人不是批评，而是漠然。
395,창의와 혁신,Creativity,다양한 사람과 일하면 생각의 폭이 넓어진다.,Working with different people widens your thinking.,Trabajar con gente distinta amplía tu pensamiento.,与不同的人共事，思维会变宽。
396,창의와 혁신,Creativity,틀을 알아야 틀을 깰 수 있다.,You must know the rules to break them.,Debes conocer las reglas para romperlas.,懂得规则，才能打破规则。
397,창의와 혁신,Creativity,가장 좋은 아이디어는 대개 두 번째 시도에서 나온다.,The best idea usually shows up on the second try.,La mejor idea suele aparecer en el segundo intento.,最好的点子，通常出现在第二次尝试。
398,창의와 혁신,Creativity,쓸모없어 보이는 지식이 나중에 연결된다.,Knowledge that seems useless connects later.,El conocimiento que parece inútil se conecta después.,看似无用的知识，日后会连成线。
399,창의와 혁신,Creativity,생각을 손으로 옮기면 비로소 검증할 수 있다.,Only when a thought reaches your hands can it be tested.,Solo cuando la idea llega a tus manos puede probarse.,把想法交给双手，才能验证。
400,창의와 혁신,Creativity,따라 하다 보면 자기만의 길이 보인다.,Imitate long enough and your own path appears.,Imita lo suficiente y aparecerá tu propio camino.,模仿久了，就会看见自己的路。
401,돈과 부,Wealth,버는 법보다 지키는 법이 어렵다.,Keeping money is harder than making it.,Conservar el dinero es más difícil que ganarlo.,守财比赚钱更难。
402,돈과 부,Wealth,지출을 통제하지 못하면 수입도 소용없다.,Uncontrolled spending makes income meaningless.,"Sin controlar el gasto, el ingreso no sirve.",控制不了支出，收入也没用。
403,돈과 부,Wealth,시간을 사는 데 돈을 쓰는 것이 가장 좋은 소비다.,The best purchase is buying back your time.,La mejor compra es recuperar tu tiempo.,最好的消费，是买回时间。
404,돈과 부,Wealth,부는 소득이 아니라 습관에서 나온다.,"Wealth comes from habits, not income.","La riqueza nace de los hábitos, no de los ingresos.",财富源于习惯，而非收入。
405,돈과 부,Wealth,가장 확실한 투자는 자기 자신이다.,The surest investment is yourself.,La inversión más segura eres tú mismo.,最可靠的投资，是自己。
406,돈과 부,Wealth,일찍 시작한 저축은 늦게 시작한 큰돈을 이긴다.,Saving early beats saving big and late.,Ahorrar pronto vence a ahorrar mucho y tarde.,早开始的储蓄，胜过晚开始的大钱。
407,돈과 부,Wealth,빚은 미래의 자유를 미리 쓰는 일이다.,Debt spends your future freedom in advance.,La deuda gasta por anticipado tu libertad futura.,负债，是提前花掉未来的自由。
408,돈과 부,Wealth,남을 위해 만든 가치만큼 돌아온다.,You are paid in proportion to the value you create.,Recibes en proporción al valor que creas.,你为他人创造多少价值，就得到多少回报。
409,돈과 부,Wealth,빠른 부는 대개 빠르게 사라진다.,Fast money usually leaves fast.,El dinero rápido suele irse rápido.,快钱，往往去得也快。
410,돈과 부,Wealth,모르는 곳에 투자하는 것은 투자가 아니라 도박이다.,Investing in what you do not understand is gambling.,Invertir en lo que no entiendes es apostar.,投资你不懂的东西，是赌博。
411,돈과 부,Wealth,검소함은 가난이 아니라 선택이다.,"Frugality is a choice, not poverty.","La frugalidad es elección, no pobreza.",节俭不是贫穷，而是选择。
412,돈과 부,Wealth,돈은 좋은 도구이자 나쁜 주인이다.,Money is a good tool and a bad master.,El dinero es buen sirviente y mal amo.,金钱是好工具，也是坏主人。
413,돈과 부,Wealth,수입원이 하나뿐이면 인생도 하나의 위험에 걸려 있다.,One income means one risk holds your whole life.,Un solo ingreso significa que un riesgo sostiene tu vida.,只有一个收入来源，人生就系于一个风险。
414,돈과 부,Wealth,복리는 조급한 사람에게 보답하지 않는다.,Compounding does not reward the impatient.,El interés compuesto no premia a los impacientes.,复利不会奖励急躁的人。
